Supplier Invoice,Supplier Invoice Total Amount ,Invoice Date,Status,Accounting Date for Supplier Invoice,Supplier Name,Payment Status,Beginning Payment Date,Payment Amount,Discount Taken,Payment Type,CF CCD LRV Payment Reconciliation Status SID,Bank Cleared Date,Invoice Amount,Due Date,Purchase Orders,Extended Amount,Cost Center
SI-00670541,19677.65,7/31/2023,Approved,7/31/2023,SECURITAS SECURITY SERVICES USA INC,Paid,8/30/2023,19677.65,0,ACH,Reconciled,8/31/2023,19677.65,8/30/2023,PO-00198057,19677.65,CDBG Administration
SI-00646248,500000,7/31/2023,Approved,7/31/2023,JBK HOTELS LLC,Paid,8/4/2023,500000,0,ACH,Reconciled,8/7/2023,500000,7/31/2023,PO-00180228,500000,CDBG Administration
SI-00661489,4651.3,8/1/2023,Approved,8/1/2023,SAFEWARE INC,Paid,8/31/2023,4651.3,0,ACH,Reconciled,9/1/2023,4651.3,8/31/2023,PO-00162624,4651.3,CDBG Administration
SI-00653673,116473.63,8/1/2023,Approved,8/1/2023,HANDPRINT ARCHITECTURE INC,Paid,8/31/2023,116473.63,0,ACH,Reconciled,9/1/2023,116473.63,8/31/2023,PO-00128621,116473.63,CDBG Administration
SI-00604176,1017.5,8/1/2023,Approved,8/1/2023,URBAN PEAK DENVER,Paid,8/31/2023,1017.5,0,ACH,Reconciled,9/1/2023,1017.5,8/31/2023,PO-00196472,1017.5,CDBG Administration
SI-00673276,106164.84,8/1/2023,Approved,8/1/2023,FCI CONSTRUCTORS INC,Paid,8/3/2023,96871.36,0,ACH,Reconciled,8/4/2023,106164.84,8/1/2023,PO-00195778,106164.84,Early Intervention Team
SI-00604690,61828.45,8/2/2023,Approved,8/2/2023,HANDPRINT ARCHITECTURE INC,Paid,9/1/2023,61828.45,0,ACH,Reconciled,9/5/2023,61828.45,9/1/2023,PO-00128621,61828.45,CDBG Administration
SI-00631120,26920.95,8/3/2023,Approved,8/3/2023,SECURITAS SECURITY SERVICES USA INC,Paid,9/1/2023,26920.95,0,ACH,Reconciled,9/5/2023,26920.95,9/2/2023,PO-00198057,26920.95,CDBG Administration
SI-00676409,4524.19,8/3/2023,Approved,8/3/2023,NEWMARK PARTNERS LP,Paid,9/1/2023,4524.19,0,ACH,Reconciled,9/5/2023,4524.19,9/2/2023,PO-00193031,4524.19,CDBG Administration
SI-00676591,901,8/3/2023,Approved,8/3/2023,FACILITY SOLUTIONS GROUP FSG,Paid,8/16/2023,901,0,ACH,Reconciled,8/17/2023,901,8/3/2023,PO-00191637,901,CDBG Administration
SI-00699475,157012.72,8/4/2023,Approved,8/4/2023,JBK HOTELS LLC,Paid,9/1/2023,157012.72,0,ACH,Reconciled,9/5/2023,157012.72,9/3/2023,PO-00153371,157012.72,CDBG Administration
SI-00689539,9173.88,8/4/2023,Approved,8/4/2023,HANDPRINT ARCHITECTURE INC,Paid,9/1/2023,9173.88,0,ACH,Reconciled,9/5/2023,9173.88,9/3/2023,PO-00128621,9173.88,CDBG Administration
SI-00665699,3025,8/7/2023,Approved,8/7/2023,COLORADO VILLAGE COLLABORATIVE,Paid,9/6/2023,3025,0,ACH,Reconciled,9/7/2023,3025,9/6/2023,PO-00106768,3025,CDBG Administration
SI-00696028,33727.25,8/7/2023,Approved,8/7/2023,JBK HOTELS LLC,Paid,9/6/2023,33727.25,0,ACH,Reconciled,9/7/2023,33727.25,9/6/2023,PO-00131634,33727.25,CDBG Administration
SI-00686257,4036.06,8/7/2023,Approved,8/7/2023,US MOTELS DENVER NORTH INC,Paid,9/6/2023,4036.06,0,ACH,Reconciled,9/7/2023,4036.06,9/6/2023,,2713.05,CDBG Administration
SI-00604571,2469.64,8/8/2023,Approved,8/8/2023,FACILITY SOLUTIONS GROUP FSG,Paid,8/18/2023,2469.64,0,ACH,Reconciled,8/21/2023,2469.64,8/8/2023,PO-00139804,2469.64,CDBG Administration
SI-00603076,47785.57,8/9/2023,Approved,8/9/2023,HANDPRINT ARCHITECTURE INC,Paid,9/8/2023,47785.57,0,ACH,Reconciled,9/11/2023,47785.57,9/8/2023,PO-00128621,47785.57,CDBG Administration
SI-00620868,79600.46,8/9/2023,Approved,8/9/2023,HANDPRINT ARCHITECTURE INC,Paid,9/8/2023,79600.46,0,ACH,Reconciled,9/11/2023,79600.46,9/8/2023,PO-00128621,79600.46,CDBG Administration
SI-00658200,367.61,8/9/2023,Approved,8/9/2023,HANDPRINT ARCHITECTURE INC,Paid,8/18/2023,367.61,0,ACH,Reconciled,8/21/2023,367.61,8/9/2023,PO-00128621,367.61,CDBG Administration
SI-00678921,25947,8/10/2023,Approved,8/10/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,9/8/2023,25947,0,ACH,Reconciled,9/11/2023,25947,9/9/2023,PO-00173905,25947,CDBG Administration
SI-00689823,3584.06,8/10/2023,Approved,8/10/2023,LAND TITLE GUARANTEE CO,Paid,9/8/2023,3584.06,0,ACH,Reconciled,9/11/2023,3584.06,9/9/2023,,530.1,CDBG Administration
SI-00689823,3584.06,8/10/2023,Approved,8/10/2023,LAND TITLE GUARANTEE CO,Paid,9/8/2023,,,,Reconciled,9/11/2023,3584.06,9/9/2023,,3053.96,CDBG Administration
SI-00645442,118039.72,8/11/2023,Approved,8/11/2023,HANDPRINT ARCHITECTURE INC,Paid,9/8/2023,118039.72,0,ACH,Reconciled,9/11/2023,118039.72,9/10/2023,PO-00128621,118039.72,CDBG Administration
SI-00600973,10893.67,8/11/2023,Approved,8/11/2023,US MOTELS DENVER NORTH INC,Paid,9/8/2023,10893.67,0,ACH,Reconciled,9/11/2023,10893.67,9/10/2023,,2923.05,CDBG Administration
SI-00672466,218217.73,8/14/2023,Approved,8/14/2023,JBK HOTELS LLC,Paid,8/23/2023,218217.73,0,ACH,Reconciled,8/24/2023,218217.73,8/14/2023,PO-00153371,218217.73,CDBG Administration
SI-00681429,34355.56,8/14/2023,Approved,8/14/2023,HANDPRINT ARCHITECTURE INC,Paid,9/13/2023,34355.56,0,ACH,Reconciled,9/14/2023,34355.56,9/13/2023,PO-00128621,34355.56,CDBG Administration
SI-00655413,29760,8/14/2023,Approved,8/14/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,8/21/2023,29760,0,ACH,Reconciled,8/22/2023,29760,8/14/2023,PO-00173905,29760,CDBG Administration
SI-00695077,74308.87,8/14/2023,Approved,8/14/2023,HANDPRINT ARCHITECTURE INC,Paid,8/18/2023,74308.87,0,ACH,Reconciled,8/21/2023,74308.87,8/14/2023,PO-00128621,74308.87,CDBG Administration
SI-00634296,163919.61,8/15/2023,Approved,8/15/2023,BUSCO INC,Paid,9/14/2023,163919.61,0,ACH,Reconciled,9/15/2023,163919.61,9/14/2023,PO-00120415,163919.61,CDBG Administration
SI-00636469,71708.07,8/15/2023,Approved,8/15/2023,SAINT FRANCIS CENTER,Paid,9/14/2023,71708.07,0,Check,Reconciled,9/25/2023,71708.07,9/14/2023,PO-00153135,71708.07,CDBG Administration
SI-00617400,1231.05,8/15/2023,Approved,8/15/2023,THE GATHERING PLACE,Paid,9/14/2023,1231.05,0,Check,Reconciled,10/2/2023,1231.05,9/14/2023,PO-00104929,1231.05,CDBG Administration
SI-00665538,730313.83,8/16/2023,Approved,8/16/2023,SECURITAS SECURITY SERVICES USA INC,Paid,9/15/2023,730313.83,0,ACH,Reconciled,9/18/2023,730313.83,9/15/2023,PO-00199489,25173.82,CDBG Administration
SI-00665538,730313.83,8/16/2023,Approved,8/16/2023,SECURITAS SECURITY SERVICES USA INC,Paid,9/15/2023,,,,Reconciled,9/18/2023,730313.83,9/15/2023,PO-00199489,705140.01,CDBG Administration
SI-00675479,42856.13,8/16/2023,Approved,8/16/2023,FACILITY SOLUTIONS GROUP FSG,Paid,9/1/2023,42856.13,0,ACH,Reconciled,9/5/2023,42856.13,8/16/2023,PO-00139804,42856.13,CDBG Administration
SI-00657660,20158.75,8/16/2023,Approved,8/16/2023,URBAN PEAK DENVER,Paid,9/15/2023,20158.75,0,ACH,Reconciled,9/18/2023,20158.75,9/15/2023,PO-00196472,20158.75,CDBG Administration
SI-00639894,53528.21,8/17/2023,Approved,8/17/2023,COLORADO VILLAGE COLLABORATIVE,Paid,9/15/2023,53528.21,0,ACH,Reconciled,9/18/2023,53528.21,9/16/2023,PO-00152675,53528.21,CDBG Administration
SI-00699818,105135,8/17/2023,Approved,8/17/2023,THE DELORES PROJECT,Paid,9/15/2023,105135,0,Check,Reconciled,10/10/2023,105135,9/16/2023,PO-00193398,105135,CDBG Administration
SI-00661511,80758.66,8/17/2023,Approved,8/17/2023,FCI CONSTRUCTORS INC,Paid,8/24/2023,72682.79,0,ACH,Reconciled,8/25/2023,80758.66,8/17/2023,PO-00195778,80758.66,Early Intervention Team
SI-00672334,20095.61,8/17/2023,Approved,8/17/2023,SECURITAS SECURITY SERVICES USA INC,Paid,9/15/2023,20095.61,0,ACH,Reconciled,9/18/2023,20095.61,9/16/2023,PO-00198057,20095.61,CDBG Administration
SI-00613101,18628.04,8/18/2023,Approved,8/18/2023,B2B SOLUTIONS LLC,Paid,9/15/2023,18628.04,0,ACH,Reconciled,9/18/2023,18628.04,9/17/2023,PO-00140078,12273.7,CDBG Administration
SI-00643084,8601.41,8/18/2023,Approved,8/18/2023,B2B SOLUTIONS LLC,Paid,9/15/2023,8601.41,0,ACH,Reconciled,9/18/2023,8601.41,9/17/2023,PO-00128507,8601.41,CDBG Administration
SI-00662303,4817.32,8/18/2023,Approved,8/18/2023,FACILITY SOLUTIONS GROUP FSG,Paid,8/24/2023,4817.32,0,ACH,Reconciled,8/25/2023,4817.32,8/18/2023,PO-00191637,4817.32,CDBG Administration
SI-00658760,125240,8/18/2023,Approved,8/18/2023,FACILITY SOLUTIONS GROUP FSG,Paid,8/24/2023,125240,0,ACH,Reconciled,8/25/2023,125240,8/18/2023,PO-00127696,125240,CDBG Administration
SI-00634799,12042.05,8/18/2023,Approved,8/18/2023,US MOTELS DENVER NORTH INC,Paid,8/28/2023,12042.05,0,ACH,Reconciled,8/29/2023,12042.05,8/18/2023,,3113.55,CDBG Administration
SI-00620392,56956.34,8/21/2023,Approved,9/1/2023,US MOTELS DENVER NORTH INC,Paid,9/12/2023,56956.34,0,ACH,Reconciled,9/13/2023,56956.34,8/21/2023,PO-00164279,24531,CDBG Administration
SI-00620392,56956.34,8/21/2023,Approved,9/1/2023,US MOTELS DENVER NORTH INC,Paid,9/12/2023,,,,Reconciled,9/13/2023,56956.34,8/21/2023,PO-00164279,32425.34,CDBG Administration
SI-00611383,90186.44,8/21/2023,Approved,8/21/2023,HANDPRINT ARCHITECTURE INC,Paid,9/20/2023,90186.44,0,ACH,Reconciled,9/21/2023,90186.44,9/20/2023,PO-00128621,90186.44,CDBG Administration
SI-00624929,51781.5,8/21/2023,Approved,8/21/2023,HANDPRINT ARCHITECTURE INC,Paid,8/31/2023,51781.5,0,ACH,Reconciled,9/1/2023,51781.5,8/31/2023,PO-00128621,51781.5,CDBG Administration
SI-00667551,18274.86,8/21/2023,Approved,8/21/2023,HANDPRINT ARCHITECTURE INC,Paid,8/29/2023,18274.86,0,ACH,Reconciled,8/30/2023,18274.86,8/21/2023,PO-00128621,18274.86,CDBG Administration
SI-00686115,28135.78,8/21/2023,Approved,8/21/2023,US MOTELS DENVER NORTH INC,Paid,9/20/2023,28135.78,0,ACH,Reconciled,9/21/2023,28135.78,9/20/2023,PO-00164279,3604.78,CDBG Administration
SI-00686115,28135.78,8/21/2023,Approved,8/21/2023,US MOTELS DENVER NORTH INC,Paid,9/20/2023,,,,Reconciled,9/21/2023,28135.78,9/20/2023,PO-00164279,24531,CDBG Administration
SI-00658975,30498.74,8/21/2023,Approved,8/21/2023,US MOTELS DENVER NORTH INC,Paid,9/20/2023,30498.74,0,ACH,Reconciled,9/21/2023,30498.74,9/20/2023,PO-00164279,5967.74,CDBG Administration
SI-00658975,30498.74,8/21/2023,Approved,8/21/2023,US MOTELS DENVER NORTH INC,Paid,9/20/2023,,,,Reconciled,9/21/2023,30498.74,9/20/2023,PO-00164279,24531,CDBG Administration
SI-00618455,73029.97,8/22/2023,Approved,8/22/2023,NEWMARK PARTNERS LP,Paid,9/21/2023,73029.97,0,ACH,Reconciled,9/22/2023,73029.97,9/21/2023,PO-00103605,73029.97,CDBG Administration
SI-00661976,6373.66,8/23/2023,Approved,8/23/2023,OAK ENVIRONMENTAL LLC,Paid,9/22/2023,6373.66,0,ACH,Reconciled,9/25/2023,6373.66,9/22/2023,PO-00140491,6373.66,CDBG Administration
SI-00605448,33970.5,8/25/2023,Approved,9/1/2023,HANDPRINT ARCHITECTURE INC,Paid,9/22/2023,33970.5,0,ACH,Reconciled,9/25/2023,33970.5,9/24/2023,PO-00128621,33970.5,CDBG Administration
SI-00662268,127944.95,8/25/2023,Approved,9/1/2023,HANDPRINT ARCHITECTURE INC,Paid,9/22/2023,127944.95,0,ACH,Reconciled,9/25/2023,127944.95,9/24/2023,PO-00128621,127944.95,CDBG Administration
SI-00654271,2800,8/25/2023,Approved,8/25/2023,THE SALVATION ARMY,Paid,9/22/2023,2800,0,ACH,Reconciled,9/25/2023,2800,9/24/2023,PO-00132712,2800,CDBG Administration
SI-00636060,81721.01,8/28/2023,Approved,8/28/2023,HANDPRINT ARCHITECTURE INC,Paid,9/27/2023,81721.01,0,ACH,Reconciled,9/28/2023,81721.01,9/27/2023,PO-00128621,81721.01,CDBG Administration
SI-00621475,455400,8/29/2023,Approved,9/1/2023,CATHOLIC CHARITIES AND COMMUNITY SERVICES OF DENVER,Paid,9/11/2023,455400,0,ACH,Reconciled,9/12/2023,455400,8/29/2023,PO-00186453,455400,CDBG Administration
SI-00613575,6628.34,8/29/2023,Approved,8/29/2023,SAFEWARE INC,Paid,9/28/2023,6628.34,0,ACH,Reconciled,9/29/2023,6628.34,9/28/2023,PO-00100636,6628.34,CDBG Administration
SI-00636854,10715.31,8/30/2023,Approved,8/30/2023,SECURITAS SECURITY SERVICES USA INC,Paid,9/6/2023,10715.31,0,ACH,Reconciled,9/7/2023,10715.31,8/30/2023,PO-00157065,10715.31,CDBG Administration
SI-00602326,7595.79,9/5/2023,Approved,9/5/2023,JBK HOTELS LLC,Paid,10/5/2023,7595.79,0,ACH,Reconciled,10/6/2023,7595.79,10/5/2023,PO-00128511,7595.79,Real Estate Management
SI-00688918,37077.94,9/6/2023,Approved,9/6/2023,JBK HOTELS LLC,Paid,10/6/2023,37077.94,0,ACH,Reconciled,10/10/2023,37077.94,10/6/2023,PO-00131634,37077.94,CDBG Administration
SI-00671507,4466.36,9/6/2023,Approved,9/6/2023,JBK HOTELS LLC,Paid,10/6/2023,4466.36,0,ACH,Reconciled,10/10/2023,4466.36,10/6/2023,PO-00128511,4466.36,Real Estate Management
SI-00686016,4436.28,9/7/2023,Approved,9/7/2023,NEWMARK PARTNERS LP,Paid,10/6/2023,4436.28,0,ACH,Reconciled,10/10/2023,4436.28,10/7/2023,PO-00193031,4436.28,CDBG Administration
SI-00691201,136754.24,9/7/2023,Approved,9/7/2023,JBK HOTELS LLC,Paid,10/6/2023,136754.24,0,ACH,Reconciled,10/10/2023,136754.24,10/7/2023,PO-00153371,136754.24,CDBG Administration
SI-00633561,193650.55,9/11/2023,Approved,9/11/2023,JBK HOTELS LLC,Paid,10/11/2023,193650.55,0,ACH,Reconciled,10/12/2023,193650.55,10/11/2023,PO-00153371,31253.73,Real Estate Management
SI-00633561,193650.55,9/11/2023,Approved,9/11/2023,JBK HOTELS LLC,Paid,10/11/2023,,,,Reconciled,10/12/2023,193650.55,10/11/2023,PO-00153371,162396.82,CDBG Administration
SI-00663798,307874.83,9/11/2023,Approved,9/11/2023,US MOTELS DENVER NORTH INC,Paid,10/11/2023,307874.83,0,ACH,Reconciled,10/12/2023,307874.83,10/11/2023,PO-00179385,307874.83,CDBG Administration
SI-00636026,9406.6,9/11/2023,Approved,9/11/2023,SENIOR SUPPORT SERVICES,Paid,10/2/2023,9406.6,0,Check,Reconciled,10/6/2023,9406.6,9/11/2023,PO-00181155,9406.6,Early Intervention Team
SI-00642577,142437.38,9/12/2023,Approved,9/12/2023,US MOTELS DENVER NORTH INC,Paid,10/12/2023,142437.38,0,ACH,Reconciled,10/13/2023,142437.38,10/12/2023,PO-00102444,142437.38,CDBG Administration
SI-00658515,23746.64,9/12/2023,Approved,9/12/2023,US MOTELS DENVER NORTH INC,Paid,10/12/2023,23746.64,0,ACH,Reconciled,10/13/2023,23746.64,10/12/2023,PO-00102444,23746.64,CDBG Administration
SI-00605647,210699.68,9/12/2023,Approved,9/12/2023,US MOTELS DENVER NORTH INC,Paid,10/12/2023,210699.68,0,ACH,Reconciled,10/13/2023,210699.68,10/12/2023,PO-00102444,210699.68,CDBG Administration
SI-00678353,26045.47,9/13/2023,Approved,9/13/2023,US MOTELS DENVER NORTH INC,Paid,10/13/2023,26045.47,0,ACH,Reconciled,10/16/2023,26045.47,10/13/2023,PO-00102444,26045.47,CDBG Administration
SI-00694225,257977.72,9/13/2023,Approved,9/13/2023,US MOTELS DENVER NORTH INC,Paid,10/13/2023,257977.72,0,ACH,Reconciled,10/16/2023,257977.72,10/13/2023,PO-00163466,257977.72,CDBG Administration
SI-00611515,68906.5,9/13/2023,Approved,9/13/2023,US MOTELS DENVER NORTH INC,Paid,10/13/2023,68906.5,0,ACH,Reconciled,10/16/2023,68906.5,10/13/2023,PO-00163466,68906.5,CDBG Administration
SI-00648639,12395.38,9/13/2023,Approved,9/13/2023,DRY BOX INC,Paid,10/13/2023,12395.38,0,Check,Reconciled,10/25/2023,12395.38,10/13/2023,PO-00169385,12395.38,CDBG Administration
SI-00696502,38053.05,9/14/2023,Approved,9/14/2023,US MOTELS DENVER NORTH INC,Paid,10/13/2023,38053.05,0,ACH,Reconciled,10/16/2023,38053.05,10/14/2023,PO-00164279,13522.05,CDBG Administration
SI-00696502,38053.05,9/14/2023,Approved,9/14/2023,US MOTELS DENVER NORTH INC,Paid,10/13/2023,,,,Reconciled,10/16/2023,38053.05,10/14/2023,PO-00164279,24531,CDBG Administration
SI-00633362,5803.81,9/14/2023,Approved,9/14/2023,DRY BOX INC,Paid,10/13/2023,5803.81,0,Check,Reconciled,10/25/2023,5803.81,10/14/2023,,5803.81,CDBG Administration
SI-00609014,176.8,9/15/2023,Approved,9/15/2023,LAND TITLE GUARANTEE CO,Paid,10/13/2023,176.8,0,ACH,Reconciled,10/16/2023,176.8,10/15/2023,PO-00105564,176.8,CDBG Administration
SI-00642094,10711.44,9/15/2023,Approved,9/15/2023,B2B SOLUTIONS LLC,Paid,10/13/2023,10711.44,0,ACH,Reconciled,10/16/2023,10711.44,10/15/2023,PO-00128507,10711.44,CDBG Administration
SI-00639616,15116.07,9/15/2023,Approved,9/15/2023,B2B SOLUTIONS LLC,Paid,10/13/2023,15116.07,0,ACH,Reconciled,10/16/2023,15116.07,10/15/2023,PO-00140078,7467.19,CDBG Administration
SI-00631127,25191.55,9/18/2023,Approved,10/1/2023,SECURITAS SECURITY SERVICES USA INC,Paid,10/18/2023,25191.55,0,ACH,Reconciled,10/19/2023,25191.55,10/18/2023,PO-00198057,25191.55,CDBG Administration
SI-00604392,11474.21,9/18/2023,Approved,9/18/2023,HANDPRINT ARCHITECTURE INC,Paid,10/18/2023,11474.21,0,ACH,Reconciled,10/19/2023,11474.21,10/18/2023,PO-00128621,11474.21,CDBG Administration
SI-00637473,5859.6,9/18/2023,Approved,9/18/2023,OAK ENVIRONMENTAL LLC,Paid,10/18/2023,5859.6,0,ACH,Reconciled,10/19/2023,5859.6,10/18/2023,PO-00140491,5859.6,CDBG Administration
SI-00668225,788215.74,9/18/2023,Approved,9/18/2023,SECURITAS SECURITY SERVICES USA INC,Paid,10/18/2023,788215.74,0,ACH,Reconciled,10/19/2023,788215.74,10/18/2023,PO-00199489,24578.32,CDBG Administration
SI-00668225,788215.74,9/18/2023,Approved,9/18/2023,SECURITAS SECURITY SERVICES USA INC,Paid,10/18/2023,,,,Reconciled,10/19/2023,788215.74,10/18/2023,PO-00199489,763637.42,CDBG Administration
SI-00621345,110113.49,9/18/2023,Approved,9/18/2023,NEWMARK PARTNERS LP,Paid,10/18/2023,110113.49,0,ACH,Reconciled,10/19/2023,110113.49,10/18/2023,PO-00103605,110113.49,CDBG Administration
SI-00600987,1028.81,9/18/2023,Approved,9/18/2023,LAND TITLE GUARANTEE CO,Paid,10/18/2023,1028.81,0,ACH,Reconciled,10/19/2023,1028.81,10/18/2023,,1028.81,CDBG Administration
SI-00663292,7286.21,9/18/2023,Approved,9/18/2023,SAFEWARE INC,Paid,10/18/2023,7286.21,0,ACH,Reconciled,10/19/2023,7286.21,10/18/2023,PO-00100636,7286.21,CDBG Administration
SI-00691894,102610,9/18/2023,Approved,9/18/2023,OZ ARCHITECTURE INC,Paid,10/18/2023,102610,0,ACH,Reconciled,10/19/2023,102610,10/18/2023,PO-00152802,102610,CDBG Administration
SI-00612926,43286.18,9/18/2023,Approved,9/18/2023,URBAN PEAK DENVER,Paid,10/18/2023,43286.18,0,ACH,Reconciled,10/19/2023,43286.18,10/18/2023,PO-00196472,7916.87,CDBG Administration
SI-00614673,70823.59,9/18/2023,Approved,9/18/2023,SAINT FRANCIS CENTER,Paid,10/18/2023,70823.59,0,ACH,Reconciled,10/19/2023,70823.59,10/18/2023,PO-00153135,70823.59,CDBG Administration
SI-00684582,16342.32,9/18/2023,Approved,9/18/2023,FACILITY SOLUTIONS GROUP FSG,Paid,9/29/2023,16342.32,0,ACH,Reconciled,10/2/2023,16342.32,9/18/2023,PO-00139804,16342.32,CDBG Administration
SI-00666694,3740,9/18/2023,Approved,9/18/2023,COLORADO VILLAGE COLLABORATIVE,Paid,10/18/2023,3740,0,ACH,Reconciled,10/19/2023,3740,10/18/2023,PO-00106768,3740,CDBG Administration
SI-00656615,29102.98,9/19/2023,Approved,9/19/2023,HANDPRINT ARCHITECTURE INC,Paid,10/19/2023,29102.98,0,ACH,Reconciled,10/20/2023,29102.98,10/19/2023,PO-00128621,29102.98,CDBG Administration
SI-00674791,2319.32,9/19/2023,Approved,9/19/2023,NEWMARK PARTNERS LP,Paid,10/19/2023,2319.32,0,ACH,Reconciled,10/20/2023,2319.32,10/19/2023,PO-00136655,2319.32,CDBG Administration
SI-00631710,130612.73,9/20/2023,Approved,10/1/2023,BUSCO INC,Paid,10/20/2023,130612.73,0,ACH,Reconciled,10/23/2023,130612.73,10/20/2023,PO-00120415,130612.73,CDBG Administration
SI-00639108,43689.22,9/20/2023,Approved,10/1/2023,HANDPRINT ARCHITECTURE INC,Paid,10/20/2023,43689.22,0,ACH,Reconciled,10/23/2023,43689.22,10/20/2023,PO-00128621,43689.22,CDBG Administration
SI-00662477,30122.23,9/21/2023,Approved,11/1/2023,SENIOR SUPPORT SERVICES,Paid,11/24/2023,30122.23,0,Check,Reconciled,12/4/2023,30122.23,10/21/2023,PO-00181155,30122.23,Early Intervention Team
SI-00663739,6487.31,9/21/2023,Approved,10/1/2023,DRY BOX INC,Paid,10/20/2023,6487.31,0,Check,Reconciled,10/30/2023,6487.31,10/21/2023,,6487.31,CDBG Administration
SI-00654063,33556.58,9/22/2023,Approved,10/1/2023,HANDPRINT ARCHITECTURE INC,Paid,10/20/2023,33556.58,0,ACH,Reconciled,10/23/2023,33556.58,10/22/2023,PO-00128621,33556.58,CDBG Administration
SI-00630827,36062.29,9/22/2023,Approved,10/1/2023,HANDPRINT ARCHITECTURE INC,Paid,10/20/2023,36062.29,0,ACH,Reconciled,10/23/2023,36062.29,10/22/2023,PO-00128621,36062.29,CDBG Administration
SI-00692557,3372.73,9/22/2023,Approved,9/22/2023,JBK HOTELS LLC,Paid,10/20/2023,3372.73,0,ACH,Reconciled,10/23/2023,3372.73,10/22/2023,PO-00131634,3372.73,CDBG Administration
SI-00639187,3045,9/23/2023,Approved,10/1/2023,SAINT FRANCIS CENTER,Paid,10/23/2023,3045,0,ACH,Reconciled,10/24/2023,3045,10/23/2023,PO-00147542,3045,CDBG Administration
SI-00677804,125240,9/25/2023,Approved,10/1/2023,FACILITY SOLUTIONS GROUP FSG,Paid,10/12/2023,125240,0,ACH,Reconciled,10/13/2023,125240,9/25/2023,PO-00127696,125240,CDBG Administration
SI-00610030,88667.5,9/25/2023,Approved,9/25/2023,HANDPRINT ARCHITECTURE INC,Paid,10/25/2023,88667.5,0,ACH,Reconciled,10/26/2023,88667.5,10/25/2023,PO-00128621,88667.5,CDBG Administration
SI-00629924,79936.95,9/25/2023,Approved,9/25/2023,HANDPRINT ARCHITECTURE INC,Paid,10/25/2023,79936.95,0,ACH,Reconciled,10/26/2023,79936.95,10/25/2023,PO-00128621,79936.95,CDBG Administration
SI-00652597,5663.76,9/27/2023,Approved,10/1/2023,SAINT FRANCIS CENTER,Paid,10/27/2023,5663.76,0,ACH,Reconciled,10/30/2023,5663.76,10/27/2023,PO-00147542,5663.76,CDBG Administration
SI-00668302,10789.48,9/27/2023,Approved,9/27/2023,DRY BOX INC,Paid,10/27/2023,10789.48,0,Check,Reconciled,11/3/2023,10789.48,10/27/2023,PO-00169385,10789.48,CDBG Administration
SI-00677424,132255.44,9/28/2023,Approved,10/1/2023,HANDPRINT ARCHITECTURE INC,Paid,10/27/2023,132255.44,0,ACH,Reconciled,10/30/2023,132255.44,10/28/2023,PO-00128621,132255.44,CDBG Administration
SI-00628564,146543.89,9/29/2023,Approved,10/1/2023,HANDPRINT ARCHITECTURE INC,Paid,10/27/2023,146543.89,0,ACH,Reconciled,10/30/2023,146543.89,10/29/2023,PO-00128621,146543.89,CDBG Administration
SI-00672153,470580,9/29/2023,Approved,10/1/2023,CATHOLIC CHARITIES AND COMMUNITY SERVICES OF DENVER,Paid,10/10/2023,470580,0,ACH,Reconciled,10/11/2023,470580,9/29/2023,PO-00186453,470580,CDBG Administration
SI-00627397,6445.42,10/4/2023,Approved,10/4/2023,NEWMARK PARTNERS LP,Paid,11/3/2023,6445.42,0,ACH,Reconciled,11/6/2023,6445.42,11/3/2023,PO-00193031,6445.42,CDBG Administration
SI-00673687,25947,10/4/2023,Approved,10/4/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,11/3/2023,25947,0,ACH,Reconciled,11/6/2023,25947,11/3/2023,PO-00173905,25947,CDBG Administration
SI-00663632,34224,10/4/2023,Approved,10/4/2023,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,11/3/2023,34224,0,ACH,Reconciled,11/6/2023,34224,11/3/2023,PO-00173905,34224,CDBG Administration
SI-00610596,39577.76,10/4/2023,Approved,10/4/2023,COLORADO VILLAGE COLLABORATIVE,Paid,11/3/2023,39577.76,0,ACH,Reconciled,11/6/2023,39577.76,11/3/2023,PO-00152675,39577.76,CDBG Administration
SI-00644003,1350,10/5/2023,Approved,11/1/2023,SENIOR SUPPORT SERVICES,Paid,11/21/2023,1350,0,Check,Reconciled,11/29/2023,1350,11/4/2023,PO-00181155,1350,Early Intervention Team
SI-00631144,34673.17,10/6/2023,Approved,10/6/2023,HANDPRINT ARCHITECTURE INC,Paid,11/3/2023,34673.17,0,ACH,Reconciled,11/6/2023,34673.17,11/5/2023,PO-00128621,34673.17,CDBG Administration
SI-00628640,84834.65,10/6/2023,Approved,10/6/2023,HANDPRINT ARCHITECTURE INC,Paid,11/3/2023,84834.65,0,ACH,Reconciled,11/6/2023,84834.65,11/5/2023,PO-00128621,84834.65,CDBG Administration
SI-00662797,140819.76,10/6/2023,Approved,10/6/2023,HANDPRINT ARCHITECTURE INC,Paid,11/3/2023,140819.76,0,ACH,Reconciled,11/6/2023,140819.76,11/5/2023,PO-00128621,140819.76,CDBG Administration
